name,description,prep_time
Banana Nut Bread,"Ingrédients : farine,sucre,huile,banane,oeuf,levure,sel,noisette hachées,lait.Ajouter en alternance la farine et la purée de bananes. (Si le mélange obtenu est trop épais, ajouter un peu de lait). Finalement,...",1h15
